,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,artist rank,play.count,play.count.th
137,0.663,0.719,227827,0.478,0.000886,2,0.0496,-9.58,1,0.0297,77.996,4,0.354,0,Morning Call - Remix Version,Ibadi,1,228363,228.363
138,0.0365,0.829,336906,0.637,0.0233,5,0.267,-9.481,0,0.0882,120.761,4,0.688,1,Changes,Crazy P,1,230672,230.672
139,0.059,0.624,187838,0.732,0.0142,4,0.254,-6.372,0,0.0273,132.025,4,0.292,0,All Aloud,Adrian Lux,1,234311,234.311
366,0.00338,0.575,300013,0.913,0.816,7,0.605,-6.081,1,0.0402,128.014,4,0.208,0,Teenage Crime - Axwell & Henrik B Remode,Adrian Lux,1,1256372,1256.372
140,0.312,0.76,370813,0.636,0.534,8,0.0622,-11.605,1,0.0902,99.223,4,0.682,1,Heaven,Ebo Taylor,1,234851,234.851
181,0.643,0.729,261853,0.666,0.135,5,0.0947,-10.721,1,0.0525,109.554,4,0.872,1,Ohye Atar Gyan,Ebo Taylor,1,352426,352.426
216,0.183,0.716,576888,0.957,0.058,3,0.182,-4.814,1,0.0689,106.714,4,0.93,1,Odofo Nyi Akyiri Biara,Ebo Taylor,1,486348,486.348
141,0.217,0.704,185437,0.657,0.000118,10,0.0888,-7.172,0,0.35,150.058,4,0.804,1,Callie (feat. Vic Mensa),Donnie Trumpet,1,249444,249.444
142,0.737,0.571,176800,0.839,0.0281,3,0.195,-5.799,0,0.0517,127.356,4,0.813,1,Louie Louie,The Sonics,3,250437,250.437
438,0.419,0.331,133093,0.957,0,7,0.102,-6.101,0,0.0504,143.299,4,0.561,1,Strychnine,The Sonics,3,1744767,1744.767
1015,0.727,0.506,160400,0.948,0,10,0.0904,-5.626,1,0.105,130.195,4,0.936,1,Have Love Will Travel,The Sonics,3,13460459,13460.459
143,0.0133,0.69,498333,0.911,0.907,6,0.127,-9.075,1,0.0499,124.019,4,0.62,1,Muzik Xpress,X-Press 2,1,250666,250.666
144,4.58E-05,0.261,149278,0.863,7.33E-06,11,0.329,-7.199,1,0.0721,108.347,4,0.316,0,Hear Me Out,Risking It All,1,261000,261
145,0.619,0.722,175867,0.28,0.0786,10,0.141,-13.483,0,0.0583,66.711,4,0.466,1,Tupelo (Pt. 1) - Single Version,Albert King,1,262665,262.665
146,0.615,0.508,174067,0.247,0.0352,0,0.166,-15.432,0,0.0748,200.749,3,0.484,1,Tupelo - Part 1,Pop Staples,1,262770,262.77
147,0.0987,0.443,210884,0.727,9.35E-06,0,0.118,-5.171,0,0.0984,74.827,4,0.423,0,Freesol (feat. Skyler Stonestreet),Seven Lions,1,266013,266.013
148,0.0671,0.543,183960,0.852,0,1,0.0822,-3.737,1,0.0787,129.023,4,0.689,0,All About Tonight - featuring Cymphonique Miller,How To Rock Cast,1,266150,266.15
149,0.508,0.597,210893,0.575,0,10,0.265,-3.705,1,0.0341,85.018,4,0.516,0,"Love, Love.",Big Brain,1,266296,266.296
150,1.35E-05,0.517,256920,0.991,1.44E-05,9,0.0501,-2.406,0,0.112,120.026,4,0.194,0,Down into the Abyss,Conjonctive,1,267201,267.201
151,0.00255,0.869,224107,0.426,0.534,7,0.113,-8.187,1,0.202,127.059,4,0.457,1,Take You On,Peaches,1,267819,267.819
152,0.473,0.551,283373,0.504,0.664,7,0.0818,-11.166,1,0.0309,115.998,4,0.137,1,Walk With Me,Memoryhouse,1,268543,268.543
336,0.00991,0.486,252707,0.526,0.158,0,0.0976,-9.041,1,0.0272,75.461,4,0.726,1,The Kids Were Wrong,Memoryhouse,1,1034725,1034.725
153,0.0109,0.816,179865,0.747,0.756,3,0.0811,-8.066,1,0.0711,119.98,4,0.144,1,What Time Is Love (Live at SSL mix),Lifelike,1,270577,270.577
154,0.000273,0.285,232999,0.989,0.797,7,0.104,-4.407,1,0.147,140.019,4,0.201,0,Of Talons and Teeth,Reaping Asmodeia,1,272184,272.184
155,0.00623,0.654,236308,0.728,0.404,6,0.688,-8.477,0,0.0577,130.006,4,0.281,0,Nite Time - Ruby & Tony Radio Edit,George Acosta,1,276981,276.981
156,0.837,0.214,249727,0.484,9.66E-05,9,0.114,-5.44,1,0.0324,81.625,4,0.267,0,"“¤Ыђьц“СВђьЎ,“ќ«ђ__“Сђ“гП(Duet With‘Ј¬“ЬП“Ґг) ,“¤Ыђьц“СВђьЎ,“ќ«ђ__“Сђ“гП",Sentimental Scenery,1,277871,277.871
158,0.000102,0.491,309734,0.928,0.363,9,0.14,-3.866,1,0.0938,132.973,4,0.14,0,False Hope,The Machinist,1,285707,285.707
159,0.000111,0.45,267000,0.986,0.251,1,0.0645,-2.384,1,0.151,159.976,4,0.172,0,Ways Of Transfiguration,Buried Side,1,287570,287.57
160,0.578,0.652,177090,0.512,7.49E-06,5,0.101,-7.062,1,0.0276,104.98,4,0.284,0,Run,Okdal,1,293967,293.967
161,0.000123,0.398,252005,0.955,0.458,7,0.299,-3.39,0,0.0698,100.03,4,0.134,0,The Call of Mighty,Crucify Me Gently,1,296048,296.048
162,0.00105,0.495,263687,0.955,0.0551,6,0.308,-4.181,1,0.0798,130.002,4,0.362,0,Dirty Waters,Into Oblivion,1,297278,297.278
163,0.00723,0.743,259683,0.633,0,9,0.246,-8.224,1,0.235,85.041,4,0.398,1,Marc Jacobs,Riff Raff,2,298033,298.033
430,0.00156,0.624,183000,0.792,1.54E-06,10,0.0772,-5.33,0,0.0473,139.94,4,0.318,1,Versace Python,Riff Raff,2,1622692,1622.692
164,0.00569,0.715,346773,0.518,0.772,5,0.0983,-11,0,0.0699,129.87,4,0.923,1,Stock Exchange,Miss Kittin,1,305221,305.221
165,0.0915,0.753,324880,0.748,0.00348,10,0.212,-8.62,1,0.0494,104.322,4,0.642,1,Donme Dolap - Baris K Edit,Modern Folk МПМ¤lМ_sМ_,1,307803,307.803
166,0.227,0.873,165544,0.504,0,0,0.121,-5.39,1,0.166,145.995,4,0.647,1,My Main,Mykfresh,1,308661,308.661
167,0.489,0.594,235693,0.42,0.00452,4,0.0833,-8.467,0,0.031,140.04,4,0.311,1,Magnolia,Young & Sick,1,309030,309.03
168,5.73E-05,0.444,268187,0.943,0.00704,1,0.114,-4.955,0,0.09,119.945,4,0.292,0,Inferiority,Neberu,1,311167,311.167
169,0.292,0.592,265827,0.688,0.268,6,0.0508,-14.107,1,0.115,102.099,4,0.927,1,Ole,The Funkees,1,311529,311.529
202,0.597,0.571,207360,0.836,0.0108,10,0.106,-6.906,0,0.215,93.641,4,0.54,1,Breakthrough,The Funkees,1,438382,438.382
170,0.971,0.338,455307,0.0539,0.328,9,0.121,-21.863,0,0.0414,103.861,4,0.205,0,"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",Wilhelm Stenhammar,1,317068,317.068
171,7.53E-05,0.398,200525,0.974,0.0076,1,0.389,-2.823,0,0.16,129.983,4,0.245,0,Substance Affliction,Advocates,1,317769,317.769
172,0.773,0.741,193217,0.219,2.84E-06,11,0.116,-11.944,1,0.0432,101.78,4,0.198,0,“ќ«‘ОЫ‘БП“_ц“Р«“_ч“_УStay With Me,‘Џг“ЬП“«ќђЎЃDosichonggak,1,321287,321.287
173,0.669,0.751,230493,0.489,3.57E-06,8,0.177,-5.418,1,0.0343,140.013,4,0.468,0,For Me,Gyepy,1,322535,322.535
174,0.0196,0.765,246823,0.891,0.0145,9,0.0293,-6.43,0,0.0514,126.99,4,0.564,1,With You (feat. Alexis Taylor),Carte Blanche (feat. Alexis Taylor),1,330678,330.678
175,0.00115,0.339,219317,0.958,1.56E-05,9,0.651,-2.909,0,0.153,128.806,4,0.273,0,Inferno,"Above, Below",1,338256,338.256
176,0.973,0.407,418000,0.106,0.0762,1,0.123,-19.078,1,0.0375,94.231,4,0.23,0,A Nightingale Sang In Berkeley Square,Stan Getz,1,345325,345.325
177,0.765,0.767,203263,0.445,0.000727,6,0.0897,-8.527,1,0.0328,119.923,4,0.375,0,Fallen in Love (Only With You),Jang Beom June,1,345686,345.686
178,0.000289,0.771,227143,0.949,0.602,8,0.595,-4.712,1,0.175,111.959,4,0.372,1,Hulk (Dillon Francis Remix),Clockwork,1,347758,347.758
179,5.83E-05,0.296,229859,0.983,0.146,11,0.508,-2.999,1,0.169,115.003,4,0.231,0,Defiled,Hive,1,351413,351.413
180,4.19E-05,0.276,294034,0.919,0.181,1,0.479,-3.773,1,0.111,116.038,3,0.149,0,Advent,Shotgun Surgeon,1,351618,351.618
183,0.114,0.665,216728,0.513,0.303,0,0.122,-7.314,1,0.331,100.344,3,0.0373,1,Damn Son Where'd You Find This? (feat. Kelly Holiday) - Markus Maximus Remix,Markus Maximus,1,353605,353.605
184,0.000586,0.528,245053,0.879,0.00489,6,0.0432,-5.891,0,0.12,128.268,4,0.327,0,Brightside - Borgeous Remix,Icona Pop,5,354837,354.837
1841,0.00855,0.714,155337,0.905,2.55E-05,8,0.146,-2.663,1,0.0289,125.927,4,0.824,1,I Love It (feat. Charli XCX) - Original Version,Icona Pop,5,353494961,353494.961
185,0.17,0.589,206240,0.745,0.000406,7,0.376,-8.109,1,0.076,99.407,4,0.76,1,Everybody Likes Something Good,Ify Jerry Crusade,1,356518,356.518
186,0.34,0.77,181867,0.409,0,4,0.0993,-13.387,1,0.436,80.126,4,0.869,1,Truths & Rights,Johnny Osbourne,1,358236,358.236
187,0.0602,0.803,446307,0.579,0.000627,10,0.226,-11.156,0,0.059,108.567,4,0.726,1,"I'll Be Good - 12"" Mix",Rene & Angela,2,360318,360.318
739,0.136,0.829,321067,0.65,2.15E-05,10,0.15,-9.691,1,0.06,108.398,4,0.744,1,I'll Be Good,Rene & Angela,2,5670899,5670.899
188,0.000673,0.274,198011,0.925,0.156,1,0.47,-5.204,1,0.111,161.25,4,0.102,0,1208,Extortionist,1,371316,371.316
189,0.0559,0.599,243589,0.645,0.108,0,0.0857,-6.098,1,0.0315,141.209,4,0.371,1,Clouds Over the Pacific,James Pants,1,376357,376.357
190,8.80E-06,0.399,267209,0.877,0.358,11,0.677,-5.418,0,0.0804,112.351,3,0.254,0,Manufactured Existence,Lord of War,1,386803,386.803
191,0.972,0.448,308893,0.0532,0.876,5,0.0863,-27.35,1,0.0454,99.757,4,0.189,0,I Got It Bad And That Ain't Good,Oscar Peterson Trio,1,387406,387.406
192,8.35E-06,0.226,209563,0.553,0.0379,1,0.0728,-9.169,1,0.0546,129.255,4,0.323,0,Shapeless Abomination,Beyond the Extraction,1,395363,395.363
193,0.859,0.762,175792,0.277,0,7,0.161,-9.263,1,0.0459,109.689,3,0.286,0,Ki-dult,SBGB,1,396440,396.44
194,0.0117,0.432,278999,0.761,2.88E-05,1,0.75,-4.126,1,0.0305,138.004,4,0.334,0,Cake Love (PROD. BY The Black Skirts),XIA,1,416911,416.911
195,0.629,0.811,141000,0.461,1.40E-05,9,0.0767,-10.829,1,0.264,75.286,4,0.72,1,Money Money,Horace Andy,1,417014,417.014
335,0.0421,0.895,232533,0.517,9.72E-06,2,0.0511,-9.972,1,0.101,141.536,4,0.961,1,Natty Dread A Weh She Want,Horace Andy,1,1031425,1031.425
196,0.00324,0.746,383107,0.613,0.672,7,0.167,-10.104,1,0.0475,125.317,4,0.627,1,Voodoo Ray - Danny Tenaglia Remix,Gerald Simpson,1,418167,418.167
197,0.000482,0.258,282101,0.905,0.000489,10,0.686,-4.897,1,0.136,112.94,4,0.16,0,Dance of the Witch,At Rest,1,419223,419.223
198,0.000478,0.525,200015,0.8,0.429,11,0.319,-11.484,1,0.122,80.032,4,0.52,1,Levitate,Paper Diamond,1,421147,421.147
329,0.000768,0.66,214636,0.763,0.0389,4,0.0637,-6.832,0,0.0636,137.932,4,0.661,1,Can We Go Up?,Paper Diamond,1,988798,988.798
199,0.00842,0.853,139240,0.578,0,10,0.095,-4.897,0,0.2,98.027,4,0.566,1,Pu$$y Magnet (feat. Keayshawn),Roach Gigz,1,422476,422.476
200,0.983,0.236,260000,0.0632,0.452,10,0.101,-21.189,0,0.0439,133.959,5,0.0559,0,"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",Camille Saint-SaМЗns,1,429115,429.115
201,0.278,0.693,87705,0.578,1.52E-06,0,0.121,-11.129,1,0.18,78.158,4,0.851,0,"Icy, Creamy Ice Cream",Barney,1,436806,436.806
204,0.087,0.529,258440,0.571,6.34E-06,6,0.876,-6.264,0,0.0298,102.428,4,0.104,1,Said So What,French Kicks,1,449798,449.798
205,0.341,0.411,199500,0.684,1.42E-06,11,0.198,-6.889,0,0.383,110.016,4,0.598,1,Lose My Mind,A-Trak,2,454219,454.219
627,0.00905,0.864,223071,0.86,0,11,0.183,-1.92,1,0.178,140.029,4,0.883,1,Piss Test (feat. Juicy J & Dany Brown),A-Trak,2,3937172,3937.172
206,2.60E-05,0.76,272082,0.669,0.076,11,0.0666,-8.583,1,0.0521,122.007,4,0.683,1,Paris Groove (Original Mix),Boston Bun,1,454987,454.987
207,0.00545,0.48,228923,0.984,0.283,3,0.588,-5.718,0,0.116,130.02,4,0.146,0,Tremendous Strain,Science Of Sleep,1,460202,460.202
208,0.000702,0.854,249253,0.719,0.308,10,0.428,-9.335,0,0.0655,128.049,4,0.471,1,Percolator (Jamie Jones Vault Mix) - mixed,Cajmere,1,460998,460.998
209,0.271,0.567,336800,0.851,0,1,0.569,-5.897,1,0.484,80.935,4,0.598,1,"A Day In The Life - feat. RZA, The Mars Volta & AG + Good Hygiene feat. Tim Meadows Amended CD Version",Handsome Boy Modeling School,1,462307,462.307
210,0.704,0.597,318261,0.721,0.0119,0,0.188,-9.433,1,0.0377,110.761,4,0.854,1,"Sweet Power, Your Embrace",James Mason,1,463307,463.307
211,0.995,0.471,82293,0.0148,0.934,3,0.181,-33.097,1,0.0558,102.271,3,0.183,0,"Lyric Pieces, Book I Op. 12: I. Arietta",Edvard Grieg,1,467529,467.529
212,0.0745,0.409,175480,0.532,0.00523,2,0.0795,-6.266,1,0.033,99.935,4,0.354,1,Gonna Die,Autre Ne Veut,2,474362,474.362
382,0.0109,0.584,243480,0.68,1.03E-06,9,0.129,-4.685,0,0.0524,104.89,4,0.326,1,Ego Free Sex Free,Autre Ne Veut,2,1357535,1357.535
570,0.03,0.35,313707,0.844,0,1,0.177,-4.161,0,0.0438,114.64,4,0.107,1,Play by Play,Autre Ne Veut,2,3218213,3218.213
755,0.0249,0.618,221840,0.538,1.37E-05,2,0.352,-5.828,0,0.0319,79.925,4,0.299,1,Counting,Autre Ne Veut,2,5969598,5969.598
213,0.0015,0.36,162168,0.774,0.807,3,0.0996,-8.758,1,0.0384,80.205,4,0.664,1,Kenosha,Swearin',1,481329,481.329
214,0.423,0.7,215005,0.425,1.72E-06,7,0.0879,-9.52,1,0.0287,95.058,4,0.283,0,HOW WAS YOUR DAY,Sugarbowl,1,483061,483.061
215,0.00207,0.587,546467,0.915,0.579,4,0.136,-8.307,0,0.0404,128.004,4,0.539,1,Plastic - Extended Mix,New Order,3,483747,483.747
693,0.00428,0.704,405560,0.895,0.28,10,0.267,-7.81,1,0.0647,118.662,4,0.865,1,"Bizarre Love Triangle - Shep Pettibone 12"" Remix",New Order,3,5003024,5003.024
734,0.0156,0.623,289640,0.806,0.0769,0,0.201,-8.533,1,0.0352,130.049,4,0.847,1,The Perfect Kiss,New Order,3,5586163,5586.163
788,0.0154,0.606,195307,0.913,0.905,9,0.326,-7.865,1,0.0417,146.15,4,0.82,1,Dreams Never End - 2015 Remastered Version,New Order,3,6696447,6696.447
841,0.0239,0.603,270827,0.955,0.0451,1,0.119,-4.111,1,0.0458,123.922,4,0.773,1,World In Motion,New Order,3,7832128,7832.128
217,0.0608,0.42,151853,0.776,0.0107,11,0.248,-8.827,1,0.0451,114.217,4,0.416,1,It #1,Ty Segall,3,488277,488.277
253,0.0674,0.289,149013,0.942,0.917,2,0.405,-3.207,1,0.0519,137.281,4,0.302,1,Drop Dead Baby,Ty Segall,3,629657,629.657
536,0.00342,0.313,155013,0.893,0,11,0.0877,-3.891,0,0.0463,127.11,4,0.709,1,My Sunshine,Ty Segall,3,2753375,2753.375
827,0.000596,0.224,132760,0.925,1.35E-06,11,0.0663,-1.71,0,0.0834,138.022,4,0.364,1,Girlfriend,Ty Segall,3,7532987,7532.987
218,0.0786,0.779,254067,0.711,2.40E-05,0,0.373,-4.054,1,0.144,96.472,4,0.857,0,Take Me There - Remix,Blackstreet,1,490445,490.445
219,0.0262,0.635,183781,0.575,0.00337,11,0.361,-8.8,0,0.0581,159.913,4,0.493,0,VAMOS,Oohyo,2,493386,493.386
575,0.0171,0.726,212409,0.889,0.00106,6,0.0741,-4.251,0,0.0304,119.983,4,0.531,0,PIZZA,Oohyo,2,3332761,3332.761
221,0.218,0.63,590707,0.862,0.0527,2,0.0618,-6.12,0,0.0501,103.118,4,0.698,1,Obi Agye Me Dofo,Vis МК Vis,1,497715,497.715
222,0.000127,0.237,247533,0.99,0.0914,7,0.393,-3.331,1,0.24,151.545,4,0.169,0,Black Colors,Victim Of Deception,1,505038,505.038
223,0.498,0.587,246457,0.554,0.000663,1,0.106,-7.212,1,0.0424,80.013,4,0.431,0,Stardust,Kevin Oh,1,511519,511.519
224,0.000283,0.256,197684,0.98,0.0196,3,0.618,-5.107,1,0.0964,94.99,4,0.11,0,Zerotonin 2,Darknet,1,511888,511.888
225,0.00118,0.682,295020,0.953,0.622,11,0.256,-3.873,0,0.0474,124.996,4,0.324,1,Coucou disco,Dim Sum,1,518915,518.915
226,8.53E-05,0.17,319582,0.866,0.976,4,0.569,-7.304,1,0.101,117.539,4,0.11,0,Senseless Order,Signs of the Swarm,1,520615,520.615
228,0.000102,0.476,314907,0.962,0.106,8,0.137,-4.023,1,0.12,145.947,4,0.451,0,Hearteater,To The Grave,1,521630,521.63
229,0.000117,0.857,222330,0.948,0.816,10,0.317,-6.901,0,0.204,140.002,4,0.669,1,Trap Shit V7,UZ,1,522708,522.708
230,0.0278,0.51,164347,0.708,3.86E-06,9,0.117,-3.092,0,0.051,188.058,4,0.767,0,Tangled Up In Me,Skye Sweetnam,1,525290,525.29
231,0.221,0.767,194066,0.891,0.0723,4,0.0935,-6.426,1,0.0402,122.026,4,0.779,1,Endless Rhythm,Baio,1,532256,532.256
232,0.019,0.695,246521,0.94,0.8,7,0.623,-2.935,1,0.127,100.262,4,0.337,1,N.O. Bounce,Big Freedia,1,532433,532.433
233,0.078,0.815,489750,0.459,0.826,10,0.067,-12.588,0,0.0906,124.996,4,0.616,1,Wonky Bassline Disco Banger,Red Rack'Em,1,533318,533.318
234,0.282,0.735,186096,0.4,0.125,1,0.0811,-12.766,1,0.102,129.004,4,0.326,1,Please Stop Making Fake Versace,Father,3,534104,534.104
957,0.00781,0.879,213786,0.512,1.45E-05,0,0.134,-7.83,1,0.0775,127.95,4,0.277,1,Look At Wrist,Father,3,11590436,11590.436
235,4.95E-05,0.428,221776,0.997,0.955,8,0.253,-3.587,1,0.185,149.998,4,0.0533,0,Pitchblack,Walking Dead On Broadway,1,534471,534.471
236,8.12E-05,0.173,267600,0.927,0.23,1,0.229,-5.22,1,0.0869,99.131,4,0.183,0,Ruin,Altered Perceptions,1,546221,546.221
237,0.0482,0.653,141724,0.817,0,1,0.157,-5.077,1,0.239,135.345,4,0.493,1,Molly Ringwald,Danny Brown,4,546687,546.687
1007,0.0193,0.751,211825,0.882,0,1,0.15,-5.605,1,0.0819,140.103,4,0.657,1,Dip,Danny Brown,4,13113877,13113.877
1172,0.32,0.723,210880,0.848,0,5,0.144,-7.11,1,0.0833,116.021,4,0.261,1,25 Bucks [feat. Purity Ring],Danny Brown,4,22877768,22877.768
1374,0.132,0.635,139931,0.766,0,11,0.122,-6.449,1,0.26,93.603,4,0.675,1,Grown Up,Danny Brown,4,44184738,44184.738
238,0.107,0.54,204589,0.408,0.000811,0,0.111,-11.899,0,0.0457,159.813,4,0.655,0,Sleeping Habits,Donguy,1,551800,551.8
239,0.0975,0.582,252038,0.875,0.912,0,0.143,-6.912,1,0.0513,113.036,4,0.358,1,Giudecca,Ghost Culture,1,556639,556.639
240,0.189,0.555,52006,0.759,0.459,7,0.248,-6.214,0,0.142,192.272,4,0.23,1,Aloha,Chris Bear,1,560436,560.436
241,0.141,0.615,203067,0.403,0,0,0.0706,-17.264,1,0.102,80.171,4,0.707,0,Fog On the Tyne,Lindisfarne,1,570588,570.588
242,0.000696,0.566,250647,0.986,0.0164,1,0.399,-5.016,1,0.0884,127.515,4,0.15,0,To Encompass and Eclipse,A Trust Unclean,1,578699,578.699
243,0.00264,0.844,310334,0.728,0.865,11,0.0544,-6.805,0,0.0582,124.297,4,0.635,1,Lean & Bounce,Duke Dumont,5,585956,585.956
1233,0.0113,0.523,203046,0.863,0.204,8,0.113,-4.975,0,0.0553,124.046,4,0.428,1,Won't Look Back,Duke Dumont,5,26887818,26887.818
1280,0.000134,0.701,389493,0.914,0.000137,7,0.169,-4.463,1,0.129,123.966,4,0.372,1,The Giver - Original Mix,Duke Dumont,5,31201906,31201.906
1333,0.00174,0.67,174122,0.848,0.00168,0,0.385,-5.103,0,0.0537,124.029,4,0.46,1,Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont,5,35802533,35802.533
1732,0.00369,0.647,285596,0.762,0.00641,0,0.0884,-7.765,1,0.0363,120.832,4,0.438,1,I Got U,Duke Dumont,5,196598970,196598.97
244,0.0252,0.745,272677,0.894,0.878,8,0.137,-4.721,0,0.0448,127.99,4,0.49,1,One Who Lost,DJ Dodger Stadium,1,588564,588.564
245,0.000891,0.806,297907,0.772,0.864,6,0.101,-14.369,1,0.0856,125.325,4,0.436,1,No Way Back,Adonis,1,601201,601.201
246,0.356,0.667,234994,0.901,0.00393,9,0.0774,-3.719,0,0.0275,140.026,4,0.824,1,L'Amour Parfait,Yelle,1,602287,602.287
248,0.112,0.555,187000,0.699,0.00319,6,0.488,-7.871,0,0.105,170.02,4,0.544,1,Distant Heart,The Seshen,1,616141,616.141
341,0.156,0.378,282053,0.572,0.152,0,0.0579,-6.361,1,0.175,134.957,4,0.332,1,Oblivion,The Seshen,1,1075025,1075.025
249,0.0319,0.846,328962,0.472,0.0398,0,0.1,-9.13,0,0.0662,124.984,4,0.671,1,Ain't got nobody,SМ_sМ_ Ey,1,617695,617.695
250,0.000779,0.34,207813,0.454,0.0188,9,0.337,-12.279,0,0.0503,100.089,5,0.39,1,Let Me Try,Kaleidoscope,1,619680,619.68
251,0.00219,0.781,205160,0.795,0.269,7,0.0673,-6.758,1,0.036,109.977,4,0.795,1,This Ready Flesh,TR/ST,2,622100,622.1
283,0.00246,0.514,296400,0.75,0.0285,2,0.139,-7.847,1,0.028,86.018,4,0.551,1,Heaven,TR/ST,2,772745,772.745
363,0.000313,0.457,293533,0.918,0.000215,11,0.769,-5.295,0,0.0471,105.018,4,0.297,1,Capitol,TR/ST,2,1199553,1199.553
403,0.296,0.609,291092,0.909,0.0785,5,0.262,-7.302,0,0.0921,114.019,4,0.416,1,Bulbform,TR/ST,2,1474991,1474.991
252,0.00023,0.228,182600,0.886,0.848,9,0.307,-3.87,0,0.0497,165.201,4,0.499,1,Black Out Stout,FIDLAR,3,625997,625.997
265,0.00814,0.401,93267,0.972,0.878,0,0.382,-2.236,1,0.0886,152.839,4,0.405,1,No Ass,FIDLAR,3,688420,688.42
353,7.79E-05,0.351,141305,0.931,0.129,6,0.226,-5.746,0,0.0539,126.394,4,0.604,1,Oh,FIDLAR,3,1151022,1151.022
360,0.00341,0.491,128187,0.935,0.348,1,0.121,-4.22,1,0.0343,157.993,4,0.964,1,Got No Money,FIDLAR,3,1192266,1192.266
446,9.19E-06,0.325,109533,0.918,0.000288,2,0.276,-4.823,1,0.071,95.537,4,0.184,1,Wait for the Man,FIDLAR,3,1804488,1804.488
584,0.000455,0.428,146227,0.972,0.000854,11,0.313,-4.329,0,0.0514,133.064,4,0.48,1,Max Can't Surf,FIDLAR,3,3425566,3425.566
712,3.41E-05,0.123,99413,0.963,0.0329,10,0.292,-4.182,1,0.0543,198.04,4,0.68,1,Wake Bake Skate,FIDLAR,3,5290874,5290.874
877,0.000199,0.284,141813,0.961,0,9,0.365,-3.993,1,0.0567,186.287,4,0.199,1,Cheap Beer,FIDLAR,3,8913294,8913.294
1053,0.001,0.48,139560,0.964,0.000273,7,0.131,-3.681,1,0.0656,98.496,4,0.579,1,No Waves,FIDLAR,3,15643209,15643.209
254,0.00497,0.376,825027,0.801,0.149,2,0.683,-10.662,0,0.0474,152.826,4,0.807,1,Southern Man - Live,"Crosby, Stills, Nash & Young",1,636365,636.365
255,0.00857,0.637,207200,0.935,0.00399,0,0.214,-2.467,1,0.107,150.082,4,0.47,0,Habit - Dack Janiels & Wenzday Remix,Rain Man,1,637244,637.244
256,2.21E-05,0.379,256114,0.979,0.877,9,0.453,-3.77,1,0.107,140.029,4,0.156,0,Temptress,Enterprise Earth,1,638954,638.954
257,0.0147,0.242,233796,0.96,0.0562,1,0.0923,-4.112,1,0.306,169.896,4,0.199,0,We Wait,I Declare War,1,639985,639.985
259,0.564,0.676,238895,0.508,0.000142,2,0.101,-7.515,1,0.0577,106.015,4,0.327,0,Loop,NELL,1,659601,659.601
260,0.827,0.524,193406,0.392,0,10,0.363,-8.938,0,0.0305,145.88,4,0.296,0,Rub off,Kim Woo-Joo,1,667507,667.507
261,0.577,0.438,290587,0.404,0.759,4,0.0767,-11.815,0,0.0389,137.895,4,0.134,1,The Walker,Gayngs,2,678844,678.844
757,0.716,0.685,427227,0.423,0.518,11,0.0765,-9.031,0,0.0475,138.034,4,0.649,1,The Gaudy Side of Town,Gayngs,2,5985671,5985.671
262,1.84E-05,0.474,260706,0.925,0.901,2,0.324,-3.539,1,0.146,139.97,4,0.142,0,Negative,FRCTRD,1,681796,681.796
263,0.175,0.581,247497,0.312,5.57E-05,5,0.104,-8.984,0,0.054,181.893,4,0.506,0,Sooni (I'm your fanatic girl),SunWoo Jung-A,1,684413,684.413
268,0.532,0.549,200231,0.451,3.44E-05,1,0.0425,-10.302,0,0.15,85.296,4,0.621,0,Hot and Cold (feat. Yun Cheoljong of 10cm),SunWoo Jung-A,1,692103,692.103
264,0.0245,0.819,302000,0.684,0.358,2,0.115,-6.97,1,0.0599,130.268,4,0.84,1,Outlaw,War,1,687572,687.572
266,0.0953,0.614,237073,0.858,0.0559,6,0.125,-7.068,0,0.097,164.025,4,0.477,1,White Lies - The Soundmen Remix,Max Frost,1,690010,690.01
267,0.000393,0.456,217133,0.97,0.0432,1,0.0914,-4.655,1,0.175,124.976,4,0.0399,0,Spiteful Nature,I Shall Devour,1,690430,690.43
269,0.224,0.657,230000,0.536,0.00432,4,0.352,-7.073,1,0.0303,119.95,4,0.184,0,Romance in Seoul,Neon Bunny,1,693244,693.244
270,0.000168,0.406,180872,0.936,0.242,2,0.062,-4.564,0,0.11,139.922,4,0.26,0,Distorting of Perception,Until We Die,1,697905,697.905
272,0.0164,0.653,373333,0.875,0.0311,9,0.377,-5.232,1,0.125,116.956,4,0.796,1,Greetings,Joni Haastrup,1,700282,700.282
273,0.00706,0.586,245733,0.915,0.236,6,0.192,-6.264,1,0.031,117.99,4,0.747,1,Saturday Love,Toro y Moi,3,727722,727.722
795,0.109,0.632,197963,0.519,0,1,0.122,-7.207,1,0.0265,99.999,4,0.602,1,Buffalo,Toro y Moi,3,6757507,6757.507
274,0.654,0.73,205333,0.418,7.51E-05,2,0.13,-6.735,1,0.0319,139.888,4,0.401,0,Petals on The Wind (Remake Version),Wable,1,734122,734.122
276,0.104,0.241,194600,0.588,0.00042,7,0.087,-6.914,1,0.0313,171.882,4,0.506,1,Pictures Of Matchstick Men,Status Quo,1,750059,750.059
